1.126727,47.743884
-0.600492,29.223430
-0.707986,11.272678
-0.135303,14.538252
-0.504839,8.563422
-0.733701,18.547192
-0.076001,-13.620037
1.394902,133.155073
-1.293809,204.649186
0.318500,18.427212
1.173075,31.621451
1.295020,74.960952
-0.769631,-35.027395
-0.340195,-2.344316
-1.336819,159.129103
0.558199,-25.951607
1.613281,344.902739
0.123693,-2.961714
-0.049677,-7.011109
0.504076,-4.918905
-0.699498,13.646929
0.622779,-6.904162
-1.742396,934.140121
0.076344,-4.292973
-0.156743,42.434463
-0.290553,15.173725
0.907338,52.648481
0.181335,-26.930565
1.465650,174.281115
1.060874,21.699270
1.392024,138.721906
-1.403483,246.343453
0.938641,22.704775
-0.181466,-14.168659
1.244448,68.184357
1.222990,73.428869
1.390577,94.837798
-0.862983,25.639336
-0.856156,32.210003
-1.615651,597.251245
-1.822678,1221.939870
1.550594,235.958119
-1.774883,1038.889428
-0.652058,-7.239188
-0.784102,33.549846
-1.853618,1366.679772
-0.520428,-9.699454
-0.730929,-9.114982
-1.059985,38.835493
0.628402,15.499762
-0.191169,-6.260956
1.483670,182.626086
0.603497,-14.153361
1.866122,1064.462402
-0.686003,-0.915749
0.087382,-22.798409
0.268812,-10.610170
1.695532,519.549816
0.906685,-39.349841
-1.073042,51.748896
-1.849680,1381.095547
-0.907714,52.910496
-0.777753,24.619413
-1.543064,409.420631
-0.737641,52.619975
-1.500082,414.076341
0.493507,-34.616994
1.725494,573.001536
0.872540,18.485251
0.725811,-16.120312
